t_s,frame_id,camera_timestamp_ns,contrast_roi1,contrast_roi2,mean_roi1,mean_roi2,ratio_roi1_roi2,raw_index
28.320640,1689,4791403482704,0.339301,0.232411,20067.85,8518.07,1.459918,
28.337514,1690,4791420250496,0.338678,0.231562,20068.80,8570.39,1.462583,
28.354153,1691,4791437017720,0.339171,0.230354,20065.75,8547.93,1.472391,
28.370923,1692,4791453785440,0.339357,0.232447,20069.29,8558.32,1.459929,
28.387743,1693,4791470553168,0.338990,0.229256,20064.22,8541.98,1.478651,
28.404500,1694,4791487320592,0.338511,0.229129,20058.07,8526.48,1.477383,
28.421185,1695,4791504088736,0.339309,0.229524,20063.81,8535.45,1.478317,
28.437921,1696,4791520856424,0.338514,0.230312,20059.71,8547.45,1.469808,
28.454747,1697,4791537623888,0.339166,0.231853,20052.60,8535.98,1.462852,
28.471562,1698,4791554391888,0.338837,0.230976,20070.04,8552.83,1.466978,
28.488287,1699,4791571159056,0.339208,0.231138,20068.83,8561.64,1.467553,
28.505110,1700,4791587926664,0.338732,0.231637,20068.12,8550.44,1.462342,85
28.521846,1701,4791604695168,0.338824,0.231702,20067.13,8537.34,1.462329,
28.538650,1702,4791621462240,0.339332,0.233046,20069.46,8545.56,1.456073,
28.555496,1703,4791638230200,0.338697,0.234038,20065.67,8550.51,1.447187,
28.572091,1704,4791654997408,0.338583,0.231879,20062.23,8579.32,1.460175,
28.588920,1705,4791671765296,0.338966,0.235911,20072.33,8586.01,1.436841,
28.605619,1706,4791688533144,0.338934,0.231409,20053.87,8567.10,1.464653,
28.622429,1707,4791705300200,0.338474,0.231394,20065.13,8605.29,1.462762,
28.639265,1708,4791722068736,0.338858,0.229707,20074.85,8544.94,1.475175,
28.655938,1709,4791738836184,0.339358,0.230172,20079.59,8572.35,1.474366,
28.672752,1710,4791755603648,0.338586,0.231024,20067.87,8555.28,1.465592,
28.689479,1711,4791772371312,0.339219,0.229013,20067.05,8564.98,1.481220,
28.706299,1712,4791789139088,0.339034,0.230809,20065.62,8595.25,1.468894,
28.723010,1713,4791805906552,0.338806,0.232727,20061.88,8628.19,1.455811,
28.739754,1714,4791822674056,0.339175,0.230001,20062.33,8602.84,1.474664,
28.756547,1715,4791839441624,0.338833,0.230979,20070.91,8591.57,1.466944,
28.773360,1716,4791856209312,0.339088,0.229730,20069.02,8618.14,1.476025,
28.790128,1717,4791872977568,0.338885,0.229376,20069.54,8568.14,1.477417,
28.806844,1718,4791889745144,0.339027,0.229838,20058.61,8567.55,1.475070,
28.823642,1719,4791906512272,0.338895,0.231237,20056.19,8575.54,1.465574,
28.840408,1720,4791923280056,0.339192,0.236319,20075.78,8580.09,1.435313,86
28.857182,1721,4791940047976,0.338860,0.231588,20072.05,8559.22,1.463203,
28.874006,1722,4791956815568,0.339509,0.232985,20065.52,8612.92,1.457216,
28.890729,1723,4791973583384,0.339108,0.230164,20072.25,8632.06,1.473333,
28.907504,1724,4791990350832,0.339254,0.233271,20063.93,8622.79,1.454332,
28.924259,1725,4792007118680,0.339155,0.231618,20058.48,8640.35,1.464288,
28.941029,1726,4792023886016,0.339009,0.229555,20062.59,8648.46,1.476808,
28.957768,1727,4792040654240,0.338987,0.231647,20072.48,8605.11,1.463381,
28.974699,1728,4792057421216,0.338951,0.231184,20065.57,8544.26,1.466149,
28.991371,1729,4792074189072,0.339549,0.232351,20068.41,8526.21,1.461361,
29.008145,1730,4792090956480,0.338863,0.232006,20071.60,8533.38,1.460581,
29.024816,1731,4792107724240,0.338794,0.234619,20062.42,8570.55,1.444021,
29.041578,1732,4792124492536,0.338640,0.232335,20064.76,8523.27,1.457550,
29.058396,1733,4792141259424,0.338743,0.230860,20066.20,8540.37,1.467308,
29.075209,1734,4792158027960,0.339230,0.232333,20065.30,8540.91,1.460099,
29.091998,1735,4792174795112,0.338866,0.230084,20074.02,8536.42,1.472794,
29.108763,1736,4792191562976,0.338942,0.229296,20072.40,8555.15,1.478186,
29.125531,1737,4792208330184,0.338820,0.230714,20063.42,8546.51,1.468572,
29.142314,1738,4792225098088,0.338487,0.226991,20062.46,8568.41,1.491193,
29.159045,1739,4792241866144,0.338798,0.233290,20061.22,8590.38,1.452260,
29.175805,1740,4792258633016,0.338566,0.236047,20078.48,8632.50,1.434318,87
29.192569,1741,4792275401000,0.338677,0.231894,20066.59,8571.03,1.460485,
29.209369,1742,4792292168480,0.338753,0.235404,20066.23,8593.66,1.439027,
29.226124,1743,4792308936272,0.338676,0.233380,20075.72,8529.15,1.451175,
29.242862,1744,4792325704032,0.339040,0.231517,20075.38,8531.33,1.464429,
29.259605,1745,4792342471720,0.338882,0.232525,20067.31,8567.62,1.457402,
29.276489,1746,4792359239328,0.338514,0.233549,20069.44,8585.36,1.449439,
29.293182,1747,4792376007184,0.338532,0.230900,20069.57,8571.70,1.466140,
29.309966,1748,4792392775032,0.338843,0.234440,20063.04,8601.29,1.445328,
29.326692,1749,4792409541904,0.339052,0.233987,20062.56,8592.42,1.449021,
29.343492,1750,4792426309592,0.338786,0.233488,20066.47,8569.88,1.450981,
29.360306,1751,4792443077624,0.338951,0.235365,20067.60,8560.24,1.440108,
29.377092,1752,4792459844848,0.339145,0.232945,20067.93,8519.94,1.455902,
29.393797,1753,4792476612568,0.339300,0.230543,20068.46,8559.33,1.471741,
29.410524,1754,4792493380552,0.339050,0.232916,20070.80,8544.76,1.455678,
29.427335,1755,4792510148736,0.338817,0.230258,20072.44,8560.96,1.471468,
29.444077,1756,4792526916440,0.339337,0.233974,20066.82,8603.20,1.450321,
29.460884,1757,4792543683720,0.339157,0.235525,20066.26,8586.99,1.440004,
29.477687,1758,4792560451072,0.339553,0.234134,20071.09,8593.15,1.450255,
29.494447,1759,4792577218664,0.339346,0.235713,20073.91,8597.12,1.439655,
29.511069,1760,4792593986592,0.339236,0.233832,20058.16,8580.58,1.450772,88
29.527945,1761,4792610754424,0.338906,0.232348,20065.58,8605.35,1.458615,
29.544701,1762,4792627522088,0.338972,0.234533,20067.49,8587.73,1.445304,
29.561436,1763,4792644290032,0.338887,0.235064,20063.35,8552.75,1.441677,
29.578201,1764,4792661057032,0.339379,0.231576,20065.52,8583.17,1.465518,
29.595006,1765,4792677825016,0.338957,0.234993,20060.33,8599.06,1.442414,
29.611729,1766,4792694592568,0.339188,0.233801,20050.55,8571.93,1.450754,
29.628545,1767,4792711360240,0.339304,0.233190,20055.63,8626.43,1.455053,
29.645260,1768,4792728127608,0.339297,0.230975,20065.41,8629.57,1.468976,
29.662005,1769,4792744895776,0.338767,0.238278,20064.53,8637.73,1.421730,
29.678857,1770,4792761663056,0.339069,0.237312,20057.56,8588.95,1.428788,
29.695552,1771,4792778430552,0.338841,0.237499,20056.32,8596.04,1.426709,
29.712398,1772,4792795198520,0.339061,0.235119,20054.57,8616.47,1.442082,
29.729159,1773,4792811966144,0.338512,0.234093,20053.75,8598.09,1.446058,
29.745900,1774,4792828734056,0.339187,0.236352,20056.13,8585.72,1.435089,
29.762710,1775,4792845501144,0.339344,0.232706,20062.08,8574.66,1.458250,
29.779408,1776,4792862269088,0.339166,0.234377,20060.45,8559.33,1.447098,
29.796189,1777,4792879037088,0.339145,0.232161,20050.11,8568.81,1.460817,
29.812949,1778,4792895804072,0.339014,0.233178,20050.29,8576.35,1.453885,
29.829766,1779,4792912572056,0.339162,0.233703,20056.48,8594.42,1.451250,
29.846494,1780,4792929339792,0.338858,0.232696,20059.86,8616.44,1.456223,89
29.863272,1781,4792946107056,0.338677,0.236190,20047.50,8573.65,1.433918,
29.879981,1782,4792962875056,0.338863,0.236328,20053.74,8598.30,1.433869,
29.896694,1783,4792979642312,0.338964,0.238348,20060.34,8638.88,1.422138,
29.913511,1784,4792996410032,0.338850,0.237082,20058.94,8599.72,1.429252,
29.930299,1785,4793013177720,0.338774,0.236597,20060.13,8619.22,1.431863,
29.947043,1786,4793029946144,0.338930,0.236963,20058.52,8632.75,1.430308,
29.964414,1787,4793046713240,0.338679,0.236724,20059.41,8660.29,1.430693,
29.981321,1788,4793063480920,0.338835,0.232867,20055.28,8652.27,1.455056,
29.997696,1789,4793080249200,0.338641,0.231620,20057.09,8662.34,1.462053,
30.014136,1790,4793097016552,0.338514,0.232022,20059.96,8651.05,1.458975,
30.030892,1791,4793113783736,0.338529,0.233099,20052.59,8686.00,1.452297,
30.047740,1792,4793130551816,0.338594,0.233756,20054.10,8645.54,1.448492,
30.064454,1793,4793147319720,0.338571,0.230568,20054.53,8659.72,1.468424,
30.081273,1794,4793164087032,0.338614,0.229686,20057.75,8646.18,1.474248,
30.098035,1795,4793180854240,0.337947,0.233623,20047.53,8638.40,1.446554,
30.114863,1796,4793197622496,0.339065,0.234876,20039.64,8616.12,1.443592,
30.131490,1797,4793214389624,0.339158,0.230351,20048.47,8578.94,1.472348,
30.148247,1798,4793231157960,0.339152,0.232576,20053.48,8652.67,1.458243,
30.165040,1799,4793247925464,0.339279,0.234105,20055.51,8681.25,1.449259,
30.181780,1800,4793264693056,0.338630,0.234997,20045.02,8685.77,1.440997,90
30.198559,1801,4793281460216,0.338902,0.230806,20051.86,8637.73,1.468344,
30.215309,1802,4793298228072,0.338897,0.229967,20051.28,8601.57,1.473677,
30.232101,1803,4793314996216,0.338789,0.228786,20054.94,8636.68,1.480814,
30.248832,1804,4793331763296,0.338841,0.230273,20052.28,8649.86,1.471475,
30.265724,1805,4793348531480,0.339048,0.232134,20056.66,8609.54,1.460570,
30.282393,1806,4793365298552,0.338404,0.231883,20047.92,8609.23,1.459373,
30.299197,1807,4793382066200,0.338807,0.231181,20045.48,8633.08,1.465553,
30.315973,1808,4793398834032,0.339043,0.234216,20047.10,8621.25,1.447565,
30.332797,1809,4793415601792,0.338815,0.231757,20053.00,8584.26,1.461939,
30.349442,1810,4793432369960,0.338943,0.229353,20045.31,8586.81,1.477820,
30.366238,1811,4793449137760,0.338502,0.227739,20039.56,8629.80,1.486360,
30.383002,1812,4793465905088,0.339036,0.228543,20049.40,8612.83,1.483463,
30.399775,1813,4793482672568,0.338781,0.229665,20051.74,8628.22,1.475109,
30.416608,1814,4793499439920,0.338980,0.229570,20053.90,8619.03,1.476583,
30.433344,1815,4793516207736,0.338607,0.227879,20047.80,8656.54,1.485908,
30.450099,1816,4793532975568,0.338913,0.228846,20047.46,8647.72,1.480968,
30.466893,1817,4793549743240,0.339094,0.224472,20042.56,8643.97,1.510631,
30.483699,1818,4793566510944,0.338597,0.227254,20048.75,8617.17,1.489946,
30.500433,1819,4793583278680,0.338904,0.225466,20042.57,8593.60,1.503126,
30.517188,1820,4793600045944,0.338846,0.226408,20050.64,8564.57,1.496614,91
30.533916,1821,4793616814056,0.339177,0.229694,20041.25,8607.09,1.476649,
30.550723,1822,4793633581944,0.339130,0.229927,20045.42,8656.03,1.474943,
30.567455,1823,4793650349112,0.338979,0.229162,20048.78,8699.01,1.479209,
30.584221,1824,4793667116536,0.339084,0.228587,20048.56,8675.65,1.483389,
30.601018,1825,4793683884072,0.339275,0.232114,20047.05,8657.50,1.461673,
30.617948,1826,4793700651976,0.339118,0.231031,20047.76,8694.11,1.467846,
30.634850,1827,4793717420032,0.339214,0.230859,20049.71,8668.88,1.469357,
30.651421,1828,4793734187648,0.339178,0.228840,20049.62,8657.40,1.482160,
30.668202,1829,4793750955000,0.339038,0.229297,20047.90,8658.80,1.478600,
30.684869,1830,4793767723144,0.339225,0.233143,20044.78,8643.57,1.455010,
30.701790,1831,4793784490216,0.339124,0.229545,20049.60,8593.78,1.477374,
30.718479,1832,4793801258608,0.339207,0.229881,20050.72,8673.98,1.475574,
30.735133,1833,4793818025592,0.338635,0.235661,20050.75,8661.09,1.436956,
30.751898,1834,4793834793536,0.339552,0.236221,20047.55,8612.22,1.437433,
30.768659,1835,4793851560736,0.339084,0.229778,20056.19,8653.95,1.475699,
30.785441,1836,4793868328720,0.339144,0.232608,20055.97,8649.16,1.458011,
30.802315,1837,4793885096440,0.339388,0.234318,20057.95,8653.54,1.448408,
30.819041,1838,4793901864568,0.339376,0.235017,20054.32,8676.61,1.444044,
30.835782,1839,4793918632216,0.339808,0.236373,20066.49,8645.38,1.437590,
30.852588,1840,4793935399592,0.339942,0.232940,20058.83,8631.83,1.459357,92
30.869273,1841,4793952166664,0.339398,0.232299,20058.89,8651.96,1.461042,
30.886104,1842,4793968935088,0.338944,0.232789,20056.57,8719.80,1.456013,
30.902888,1843,4793985702168,0.339525,0.230229,20067.46,8719.96,1.474730,
30.919709,1844,4794002470088,0.339855,0.228092,20065.16,8661.70,1.489992,
30.936514,1845,4794019238200,0.339835,0.230458,20068.54,8698.30,1.474607,
30.953168,1846,4794036005424,0.339944,0.234215,20058.12,8746.21,1.451422,
30.969943,1847,4794052772624,0.340092,0.233031,20059.93,8760.00,1.459425,
30.986748,1848,4794069540592,0.339633,0.232892,20062.82,8779.08,1.458330,
31.003464,1849,4794086308112,0.339784,0.230904,20063.94,8752.47,1.471540,
31.020270,1850,4794103075592,0.340044,0.229149,20063.40,8718.85,1.483944,
31.037027,1851,4794119844168,0.339440,0.226716,20067.33,8713.04,1.497202,
31.053777,1852,4794136611352,0.339802,0.228601,20073.47,8719.65,1.486438,
31.070500,1853,4794153379256,0.339862,0.228757,20069.88,8684.95,1.485693,
31.087332,1854,4794170146832,0.340306,0.231965,20067.76,8634.52,1.467058,
31.104073,1855,4794186914736,0.339732,0.231734,20070.14,8656.01,1.466044,
31.120854,1856,4794203682072,0.339748,0.232121,20073.79,8682.89,1.463666,
31.137599,1857,4794220449960,0.340104,0.234243,20068.48,8676.10,1.451928,
31.154376,1858,4794237216832,0.339578,0.233742,20072.32,8682.44,1.452787,
31.171120,1859,4794253985200,0.339479,0.236308,20076.07,8660.09,1.436597,
31.187868,1860,4794270753056,0.339898,0.235717,20070.99,8699.38,1.441978,93
31.204669,1861,4794287520680,0.339664,0.233371,20074.91,8684.35,1.455468,
31.221480,1862,4794304287904,0.340119,0.237189,20076.12,8659.46,1.433958,
31.238175,1863,4794321055792,0.340094,0.234115,20078.39,8654.06,1.452679,
31.255024,1864,4794337823016,0.340313,0.236561,20072.15,8687.14,1.438584,
31.271804,1865,4794354590736,0.339861,0.235873,20074.11,8639.09,1.440868,
31.288487,1866,4794371358960,0.339853,0.236646,20079.34,8620.68,1.436126,
31.305255,1867,4794388126240,0.339776,0.235454,20073.59,8659.32,1.443067,
31.322044,1868,4794404894016,0.340217,0.234692,20078.00,8634.23,1.449629,
31.338778,1869,4794421661704,0.340167,0.230737,20073.02,8608.73,1.474265,
31.355679,1870,4794438428976,0.340480,0.232811,20077.99,8638.43,1.462476,
31.372380,1871,4794455196680,0.339858,0.234917,20077.30,8625.94,1.446720,
31.389089,1872,4794471964112,0.340230,0.234239,20077.52,8622.14,1.452491,
31.405851,1873,4794488732216,0.340644,0.231410,20075.22,8624.22,1.472040,
31.422587,1874,4794505500072,0.340500,0.231038,20078.57,8614.64,1.473786,
31.439407,1875,4794522268016,0.340494,0.228987,20083.27,8602.45,1.486955,
31.456232,1876,4794539035552,0.340436,0.227633,20080.02,8626.18,1.495551,
31.472950,1877,4794555803184,0.340403,0.229595,20078.09,8630.33,1.482624,
31.489823,1878,4794572570536,0.340590,0.231358,20079.90,8628.03,1.472136,
31.506526,1879,4794589337720,0.340185,0.230926,20078.68,8613.53,1.473135,
31.523316,1880,4794606106088,0.340431,0.231798,20074.62,8638.18,1.468655,94
31.540001,1881,4794622873792,0.340058,0.230797,20086.80,8636.54,1.473408,
31.556756,1882,4794639641032,0.340324,0.231825,20086.14,8656.56,1.468022,
31.573676,1883,4794656408440,0.340176,0.233213,20079.72,8610.73,1.458652,
31.590399,1884,4794673176520,0.340360,0.230401,20072.56,8638.71,1.477252,
31.607153,1885,4794689944328,0.340524,0.234176,20081.47,8605.09,1.454138,
31.623956,1886,4794706712072,0.340169,0.235293,20082.75,8631.56,1.445729,
31.640705,1887,4794723478976,0.340024,0.232903,20081.80,8608.26,1.459938,
31.657406,1888,4794740247168,0.339951,0.237186,20092.89,8693.75,1.433267,
31.674205,1889,4794757015168,0.340441,0.233842,20086.12,8612.94,1.455861,
31.690929,1890,4794773782464,0.340254,0.234705,20093.40,8614.78,1.449710,
31.707809,1891,4794790549680,0.340061,0.237073,20087.36,8669.72,1.434413,
31.724462,1892,4794807317792,0.340142,0.235947,20084.95,8621.64,1.441608,
31.741171,1893,4794824085184,0.339869,0.235436,20090.94,8601.20,1.443570,
31.758076,1894,4794840853088,0.340236,0.237132,20084.34,8598.09,1.434798,
31.774818,1895,4794857621000,0.340426,0.236449,20084.28,8622.01,1.439743,
31.791530,1896,4794874388888,0.339950,0.235981,20084.74,8612.66,1.440582,
31.808397,1897,4794891156256,0.340209,0.235146,20085.77,8632.50,1.446799,
31.825199,1898,4794907923552,0.339753,0.230676,20087.01,8599.61,1.472855,
31.841858,1899,4794924691272,0.340320,0.233322,20090.34,8616.88,1.458582,
31.858632,1900,4794941459424,0.339926,0.236193,20091.90,8636.70,1.439186,95
31.875413,1901,4794958226816,0.340018,0.235319,20090.65,8662.62,1.444926,
31.892110,1902,4794974994480,0.340361,0.240034,20091.69,8716.44,1.417968,
31.908910,1903,4794991761624,0.340092,0.235210,20089.05,8656.81,1.445907,
31.925675,1904,4795008530072,0.340310,0.235357,20091.46,8621.58,1.445928,
31.942547,1905,4795025297240,0.339825,0.237312,20089.37,8670.82,1.431979,
31.959327,1906,4795042064776,0.340070,0.236064,20078.12,8644.01,1.440580,
31.976068,1907,4795058833144,0.340441,0.233706,20095.99,8652.66,1.456703,
31.993034,1908,4795075600536,0.340090,0.232929,20086.19,8664.80,1.460059,
32.009562,1909,4795092367680,0.339805,0.229709,20087.97,8613.86,1.479284,
32.026292,1910,4795109135736,0.339623,0.228055,20088.77,8618.59,1.489219,
32.043156,1911,4795125903144,0.339687,0.230552,20097.53,8621.95,1.473364,
32.059910,1912,4795142671056,0.340319,0.229477,20089.71,8642.84,1.483020,
32.076626,1913,4795159438736,0.339503,0.227716,20084.60,8574.74,1.490903,
32.093374,1914,4795176206088,0.339813,0.226785,20095.04,8571.77,1.498393,
32.110126,1915,4795192974184,0.339847,0.228577,20084.53,8572.78,1.486794,
32.126912,1916,4795209741608,0.339540,0.228798,20087.99,8549.67,1.484017,
32.143656,1917,4795226508920,0.339748,0.225905,20084.33,8543.48,1.503945,
32.160383,1918,4795243276536,0.340083,0.227895,20090.08,8577.09,1.492280,
32.177294,1919,4795260044888,0.340243,0.232591,20085.59,8599.13,1.462837,
32.194066,1920,4795276811944,0.339570,0.229216,20084.40,8619.16,1.481439,96
32.210725,1921,4795293580200,0.339708,0.230715,20091.53,8641.48,1.472414,
32.227504,1922,4795310347088,0.339666,0.232565,20086.19,8650.98,1.460524,
32.244242,1923,4795327115088,0.340201,0.231634,20095.27,8659.03,1.468702,
32.261013,1924,4795343883072,0.340059,0.231711,20096.52,8600.36,1.467601,
32.277870,1925,4795360650704,0.339908,0.232274,20092.75,8635.81,1.463389,
32.294595,1926,4795377418536,0.339648,0.229637,20088.33,8652.04,1.479064,
32.311336,1927,4795394185816,0.339633,0.235167,20084.22,8646.30,1.444220,
32.328164,1928,4795410953144,0.339597,0.231449,20092.67,8636.45,1.467268,
32.344873,1929,4795427721648,0.339611,0.231442,20086.92,8624.13,1.467369,
32.361640,1930,4795444488848,0.340575,0.229003,20039.20,8594.09,1.487204,
32.378470,1931,4795461256736,0.340286,0.231451,20027.87,8592.99,1.470228,
32.395168,1932,4795478024056,0.340063,0.233487,20077.34,8639.67,1.456456,
32.411944,1933,4795494792216,0.339456,0.232535,20076.10,8653.59,1.459806,
32.428674,1934,4795511559016,0.340144,0.232074,20077.79,8661.22,1.465672,
32.445483,1935,4795528326720,0.340068,0.235780,20080.76,8654.81,1.442309,
32.462298,1936,4795545094704,0.340268,0.232500,20087.55,8652.48,1.463517,
32.478998,1937,4795561862920,0.340409,0.232957,20075.43,8690.44,1.461252,
32.495839,1938,4795578629944,0.339749,0.229475,20079.34,8671.05,1.480545,
32.512630,1939,4795595398200,0.339787,0.232922,20084.26,8693.68,1.458801,
32.529342,1940,4795612165464,0.340250,0.228900,20086.50,8662.63,1.486456,97
32.546116,1941,4795628933016,0.340387,0.229638,20081.27,8629.20,1.482276,
32.562863,1942,4795645701056,0.339895,0.232223,20077.03,8644.84,1.463656,
32.579553,1943,4795662468704,0.339465,0.230048,20090.70,8646.09,1.475624,
32.596461,1944,4795679236056,0.339859,0.233101,20078.74,8638.14,1.457986,
32.613212,1945,4795696004144,0.340405,0.232230,20074.21,8627.28,1.465812,
32.629918,1946,4795712771496,0.340045,0.230452,20085.21,8639.78,1.475555,
32.646749,1947,4795729539240,0.339910,0.231524,20091.60,8653.70,1.468141,
32.663516,1948,4795746306424,0.339920,0.229340,20081.86,8658.45,1.482166,
32.680310,1949,4795763074736,0.340382,0.235434,20084.76,8663.91,1.445766,
32.697020,1950,4795779841976,0.339819,0.234527,20082.61,8621.31,1.448954,
32.713798,1951,4795796609272,0.339749,0.234495,20076.10,8600.75,1.448853,
32.730601,1952,4795813377032,0.339742,0.235733,20086.00,8590.50,1.441213,
32.747277,1953,4795830144664,0.340268,0.233893,20090.50,8596.11,1.454801,
32.764037,1954,4795846913088,0.340489,0.236232,20081.04,8628.47,1.441336,
32.780799,1955,4795863680648,0.339903,0.234347,20077.13,8630.49,1.450426,
32.797605,1956,4795880448072,0.339712,0.234924,20074.04,8608.65,1.446054,
32.814375,1957,4795897215240,0.340150,0.232117,20082.80,8595.02,1.465423,
32.831116,1958,4795913983240,0.339971,0.231661,20074.98,8607.29,1.467539,
32.847944,1959,4795930750704,0.339453,0.231267,20077.69,8597.06,1.467794,
32.864652,1960,4795947519072,0.340034,0.229020,20077.59,8554.34,1.484733,98
32.881411,1961,4795964286184,0.339880,0.229312,20072.60,8559.39,1.482174,
32.898221,1962,4795981053512,0.339664,0.231018,20073.15,8541.14,1.470296,
32.914946,1963,4795997821256,0.340164,0.232114,20079.94,8570.17,1.465506,
32.931774,1964,4796014589720,0.339725,0.233416,20079.30,8601.02,1.455452,
32.948565,1965,4796031356704,0.339774,0.231644,20074.63,8599.77,1.466796,
32.965310,1966,4796048124440,0.340163,0.232450,20086.85,8580.44,1.463381,
32.982064,1967,4796064892072,0.340041,0.234796,20092.44,8600.68,1.448236,
32.998897,1968,4796081660032,0.339752,0.232240,20077.00,8573.84,1.462932,
33.015563,1969,4796098427816,0.339957,0.232927,20073.77,8558.84,1.459504,
33.032348,1970,4796115195536,0.339755,0.228589,20075.40,8563.49,1.486314,
33.049111,1971,4796131962664,0.339378,0.230619,20069.54,8565.64,1.471594,
33.065860,1972,4796148730920,0.339910,0.230749,20075.89,8574.46,1.473075,
33.082602,1973,4796165498200,0.340530,0.231023,20085.04,8586.98,1.474013,
33.099384,1974,4796182265920,0.340147,0.230581,20091.13,8622.28,1.475177,
33.116222,1975,4796199033168,0.340104,0.233285,20080.87,8673.04,1.457889,
33.132985,1976,4796215801496,0.339537,0.232222,20071.42,8643.42,1.462124,
33.149752,1977,4796232569216,0.339606,0.230894,20066.44,8637.63,1.470833,
33.166467,1978,4796249336200,0.339496,0.233137,20080.90,8640.04,1.456209,
33.183204,1979,4796266104408,0.339412,0.231238,20073.74,8647.54,1.467800,
33.200126,1980,4796282871776,0.340263,0.230954,20067.37,8623.92,1.473292,99
33.216787,1981,4796299639168,0.339746,0.231008,20074.07,8624.52,1.470715,
33.233573,1982,4796316407056,0.339872,0.229474,20071.80,8646.44,1.481094,
33.250290,1983,4796333174440,0.339615,0.226301,20072.93,8608.42,1.500720,
33.267141,1984,4796349942056,0.339767,0.230140,20072.82,8622.94,1.476345,
33.283877,1985,4796366710016,0.339636,0.229517,20080.07,8605.97,1.479786,
33.300665,1986,4796383477664,0.340036,0.230940,20075.33,8667.65,1.472399,
33.317387,1987,4796400245408,0.339840,0.228338,20081.71,8640.86,1.488318,
33.334168,1988,4796417013000,0.339662,0.230928,20078.08,8638.07,1.470860,
33.350926,1989,4796433780736,0.339587,0.228754,20076.12,8612.97,1.484508,
33.367718,1990,4796450548384,0.340018,0.230273,20082.20,8605.56,1.476586,
33.384463,1991,4796467316256,0.340025,0.232767,20086.21,8597.47,1.460792,
33.401308,1992,4796484083920,0.339465,0.232086,20085.65,8608.40,1.462670,
33.417991,1993,4796500851216,0.339774,0.232197,20077.38,8624.76,1.463299,
33.434796,1994,4796517618848,0.339654,0.232787,20081.56,8673.36,1.459074,
33.451560,1995,4796534386240,0.339788,0.230136,20078.43,8659.42,1.476471,
33.468321,1996,4796551154832,0.339607,0.228421,20078.79,8605.43,1.486760,
33.485090,1997,4796567922088,0.339633,0.232067,20085.52,8648.09,1.463512,
33.501911,1998,4796584690112,0.339942,0.228345,20079.90,8691.72,1.488719,
33.518673,1999,4796601457200,0.339790,0.229492,20081.72,8662.54,1.480615,
33.535357,2000,4796618224976,0.339324,0.226403,20079.81,8662.36,1.498763,100
33.552186,2001,4796634992328,0.339322,0.230133,20080.90,8689.98,1.474464,
33.569004,2002,4796651760072,0.339677,0.227692,20078.69,8661.95,1.491825,
33.585756,2003,4796668528000,0.339463,0.231130,20077.19,8631.45,1.468712,
33.602526,2004,4796685296072,0.339718,0.231128,20087.88,8675.39,1.469828,
33.619254,2005,4796702063704,0.339272,0.229201,20082.75,8656.07,1.480240,
33.636037,2006,4796718830920,0.340264,0.228895,20031.13,8576.33,1.486549,
33.652778,2007,4796735599144,0.340361,0.229988,20026.91,8541.37,1.479906,
33.669717,2008,4796752366736,0.340499,0.230927,20026.11,8562.82,1.474487,
33.686342,2009,4796769134016,0.340973,0.229980,20022.66,8568.22,1.482620,
33.703107,2010,4796785902072,0.340609,0.232546,20014.74,8606.89,1.464695,
33.719880,2011,4796802669088,0.340018,0.235106,20021.97,8618.77,1.446232,
33.736662,2012,4796819437016,0.339842,0.231762,20023.70,8560.08,1.466340,
33.753416,2013,4796836205016,0.340483,0.233736,20018.09,8609.91,1.456702,
33.770133,2014,4796852971904,0.340066,0.233631,20018.23,8634.05,1.455569,
33.786890,2015,4796869740216,0.340260,0.233282,20020.04,8593.11,1.458575,
33.803697,2016,4796886507408,0.339950,0.230361,20015.82,8567.37,1.475731,
33.820457,2017,4796903274832,0.340334,0.231089,20013.50,8609.54,1.472741,
33.837199,2018,4796920043016,0.340314,0.233208,20015.83,8603.97,1.459273,
33.853921,2019,4796936810184,0.340221,0.232827,20021.10,8607.32,1.461257,
33.870724,2020,4796953578240,0.341069,0.232473,20011.54,8623.12,1.467133,101
33.887477,2021,4796970345944,0.340292,0.230383,20016.67,8626.19,1.477071,
33.904243,2022,4796987113256,0.340161,0.227027,20017.34,8627.21,1.498328,
33.921094,2023,4797003880976,0.339363,0.228203,20025.11,8607.47,1.487112,
33.937920,2024,4797020649072,0.339768,0.230573,20018.77,8625.16,1.473582,
33.954648,2025,4797037416680,0.340115,0.232158,20011.01,8606.36,1.465019,
33.971377,2026,4797054184256,0.339901,0.231405,20019.06,8627.02,1.468856,
33.988133,2027,4797070952240,0.340297,0.231182,20010.70,8591.62,1.471987,
34.004933,2028,4797087719960,0.340158,0.229265,20007.63,8576.41,1.483689,
34.021638,2029,4797104486720,0.340063,0.232660,20008.81,8590.24,1.461634,
34.038449,2030,4797121254944,0.340419,0.231712,20013.66,8622.99,1.469150,
34.055192,2031,4797138022960,0.340063,0.227352,20014.37,8564.84,1.495754,
34.071975,2032,4797154789976,0.340350,0.227777,20023.48,8595.76,1.494223,
34.088701,2033,4797171558272,0.340292,0.230413,20019.40,8562.96,1.476881,
34.105535,2034,4797188325592,0.340138,0.232574,20020.70,8529.43,1.462492,
34.122240,2035,4797205092680,0.339943,0.230750,20017.55,8537.86,1.473206,
