t_s,frame_id,camera_timestamp_ns,contrast_roi1,contrast_roi2,mean_roi1,mean_roi2,ratio_roi1_roi2,raw_index
0.000000,0,4763082904960,0.339351,0.230978,20083.66,8609.95,1.469189,0
0.016589,1,4763099672200,0.339176,0.228592,20071.80,8587.13,1.483759,
0.033374,2,4763116440088,0.339207,0.226546,20074.92,8606.25,1.497297,
0.050191,3,4763133208144,0.339047,0.228264,20069.25,8582.72,1.485329,
0.066956,4,4763149976112,0.339374,0.230767,20078.85,8563.02,1.470637,
0.083674,5,4763166743144,0.339285,0.227576,20074.40,8544.61,1.490864,
0.100399,6,4763183511016,0.339064,0.225770,20070.50,8551.92,1.501811,
0.117220,7,4763200278272,0.339330,0.227154,20068.06,8571.58,1.493829,
0.134040,8,4763217045816,0.339359,0.226274,20078.16,8627.19,1.499771,
0.150846,9,4763233814088,0.339143,0.224756,20080.71,8586.63,1.508940,
0.167544,10,4763250582072,0.339490,0.225203,20078.32,8566.76,1.507485,
0.184242,11,4763267349736,0.339168,0.222112,20074.59,8529.04,1.527016,
0.200980,12,4763284117072,0.338859,0.226542,20080.91,8552.79,1.495787,
0.217774,13,4763300884568,0.339037,0.221699,20067.88,8530.43,1.529265,
0.234545,14,4763317652072,0.338561,0.220165,20069.43,8535.55,1.537759,
0.251377,15,4763334420240,0.339399,0.228196,20065.59,8525.18,1.487313,
0.268128,16,4763351187976,0.339442,0.226687,20071.29,8535.95,1.497402,
0.284893,17,4763367954760,0.339266,0.227917,20064.19,8550.99,1.488552,
0.301658,18,4763384723016,0.339310,0.225925,20072.33,8493.68,1.501867,
0.318434,19,4763401491032,0.339097,0.225022,20068.72,8521.72,1.506949,
0.335217,20,4763418257976,0.338725,0.224527,20073.95,8497.72,1.508614,1
0.351954,21,4763435025832,0.339022,0.224041,20067.24,8528.87,1.513216,
0.368725,22,4763451793832,0.338887,0.223973,20074.28,8513.79,1.513071,
0.385442,23,4763468560720,0.338937,0.222354,20070.78,8544.82,1.524311,
0.402265,24,4763485328496,0.338673,0.222981,20074.38,8590.75,1.518842,
0.419004,25,4763502096240,0.338659,0.220444,20078.59,8550.27,1.536260,
0.435796,26,4763518864440,0.338968,0.226301,20079.64,8573.91,1.497865,
0.452540,27,4763535631408,0.339028,0.223613,20072.74,8520.93,1.516139,
0.469278,28,4763552399088,0.339058,0.222847,20070.98,8586.85,1.521483,
0.486170,29,4763569167256,0.339482,0.225018,20070.15,8562.32,1.508693,
0.502799,30,4763585934592,0.338934,0.225726,20076.86,8520.72,1.501531,
0.519577,31,4763602702240,0.338318,0.224801,20082.16,8521.06,1.504967,
0.536371,32,4763619470032,0.339024,0.228619,20078.27,8514.21,1.482919,
0.553129,33,4763636238056,0.339199,0.226413,20077.43,8500.12,1.498145,
0.569960,34,4763653005592,0.339081,0.230494,20071.76,8548.11,1.471106,
0.586696,35,4763669772960,0.339365,0.232045,20071.27,8572.08,1.462499,
0.603475,36,4763686541000,0.338935,0.230300,20074.12,8515.02,1.471711,
0.620290,37,4763703308200,0.338409,0.230209,20069.45,8546.00,1.470012,
0.637073,38,4763720076440,0.339037,0.231593,20066.92,8584.06,1.463933,
0.653793,39,4763736843552,0.338843,0.231053,20070.84,8569.15,1.466518,
0.670501,40,4763753611920,0.339431,0.231954,20072.60,8583.99,1.463358,2
0.687355,41,4763770379200,0.339193,0.233425,20064.20,8546.18,1.453115,
0.704078,42,4763787146496,0.338713,0.233312,20063.44,8563.68,1.451761,
0.720868,43,4763803914216,0.338922,0.230155,20078.36,8560.49,1.472583,
0.737663,44,4763820681832,0.338912,0.230481,20072.83,8543.17,1.470458,
0.754366,45,4763837449240,0.339092,0.227002,20074.09,8584.51,1.493783,
0.771196,46,4763854217000,0.338880,0.224560,20074.11,8569.86,1.509084,
0.788009,47,4763870984592,0.338934,0.228974,20068.60,8546.27,1.480229,
0.804668,48,4763887752384,0.339447,0.231406,20078.48,8588.54,1.466890,
0.821436,49,4763904520200,0.339190,0.226971,20072.51,8586.43,1.494420,
0.838251,50,4763921288512,0.338880,0.226996,20077.05,8560.24,1.492892,
0.855019,51,4763938055704,0.339359,0.227605,20082.67,8565.63,1.491001,
0.871757,52,4763954823112,0.339515,0.227544,20077.98,8518.95,1.492085,
0.888497,53,4763971590704,0.338608,0.225440,20082.93,8557.04,1.501984,
0.905261,54,4763988358352,0.339167,0.224605,20073.15,8550.41,1.510060,
0.922050,55,4764005126680,0.339138,0.224121,20066.75,8512.80,1.513190,
0.938819,56,4764021894352,0.339156,0.227623,20074.75,8544.49,1.489990,
0.955597,57,4764038661200,0.339013,0.227074,20070.36,8570.05,1.492962,
0.972365,58,4764055429552,0.339294,0.224280,20075.00,8555.47,1.512814,
0.989127,59,4764072197200,0.339399,0.227438,20076.35,8588.40,1.492270,
1.005879,60,4764088965016,0.339329,0.228675,20072.50,8552.27,1.483891,3
1.022633,61,4764105732256,0.339652,0.225491,20082.50,8544.51,1.506277,
1.039421,62,4764122499592,0.339592,0.227554,20081.12,8530.14,1.492356,
1.056195,63,4764139267496,0.339647,0.229388,20075.33,8572.61,1.480668,
1.072914,64,4764156035592,0.339336,0.225534,20069.25,8559.19,1.504587,
1.089738,65,4764172802720,0.339450,0.229034,20074.89,8507.54,1.482097,
1.106457,66,4764189571016,0.339184,0.227567,20080.08,8533.00,1.490481,
1.123295,67,4764206338480,0.339060,0.228084,20081.92,8555.07,1.486562,
1.140079,68,4764223105568,0.339436,0.231615,20076.86,8615.18,1.465516,
1.156883,69,4764239873792,0.339383,0.228612,20080.68,8629.96,1.484538,
1.173827,70,4764256640944,0.339436,0.230290,20078.00,8642.44,1.473948,
1.190425,71,4764273409312,0.339734,0.228716,20078.20,8638.20,1.485397,
1.207114,72,4764290176832,0.339035,0.228097,20070.68,8631.67,1.486365,
1.223963,73,4764306944016,0.339618,0.227434,20082.78,8619.50,1.493257,
1.240640,74,4764323712240,0.339304,0.228799,20078.91,8641.19,1.482977,
1.257424,75,4764340479680,0.339330,0.228461,20075.44,8638.70,1.485284,
1.274126,76,4764357247680,0.339468,0.229958,20082.27,8629.18,1.476214,
1.290975,77,4764374015184,0.340117,0.230886,20086.46,8625.18,1.473094,
1.307750,78,4764390782512,0.339415,0.228009,20080.76,8577.16,1.488602,
1.324427,79,4764407550216,0.339883,0.227816,20079.74,8615.75,1.491915,
1.341252,80,4764424318032,0.339862,0.229059,20070.00,8642.71,1.483734,4
1.358098,81,4764441085848,0.339321,0.226265,20086.01,8613.82,1.499665,
1.374849,82,4764457853240,0.339284,0.229123,20076.70,8588.74,1.480795,
1.391537,83,4764474621032,0.339644,0.227505,20083.25,8663.96,1.492905,
1.408344,84,4764491388848,0.339026,0.227937,20078.09,8639.40,1.487367,
1.425082,85,4764508155736,0.339583,0.224703,20087.05,8599.10,1.511249,
1.441853,86,4764524923464,0.339189,0.226593,20076.40,8614.37,1.496910,
1.458664,87,4764541691720,0.339384,0.223996,20068.70,8607.35,1.515139,
1.475345,88,4764558459216,0.339346,0.225142,20079.41,8599.32,1.507253,
1.492220,89,4764575226720,0.339590,0.226100,20084.13,8588.19,1.501948,
1.508926,90,4764591994112,0.339198,0.230505,20087.08,8593.79,1.471543,
1.525686,91,4764608762032,0.339515,0.228525,20078.20,8640.42,1.485678,
1.542479,92,4764625530072,0.339386,0.224743,20074.38,8643.72,1.510110,
1.559251,93,4764642297736,0.339496,0.230151,20078.96,8667.08,1.475100,
1.576027,94,4764659064904,0.339532,0.229601,20073.17,8666.16,1.478790,
1.592783,95,4764675832240,0.339277,0.229317,20077.40,8673.52,1.479512,
1.609555,96,4764692600536,0.339486,0.228902,20077.52,8642.55,1.483106,
1.626334,97,4764709368216,0.339771,0.226931,20085.78,8619.78,1.497244,
1.643169,98,4764726135680,0.339633,0.230360,20088.38,8613.34,1.474359,
1.659855,99,4764742903184,0.339172,0.228494,20090.04,8584.69,1.484377,
1.676662,100,4764759671056,0.339107,0.227517,20090.37,8625.73,1.490466,5
1.693386,101,4764776438680,0.339282,0.227125,20075.59,8549.27,1.493812,
1.710208,102,4764793206832,0.339294,0.228663,20075.04,8554.46,1.483815,
1.726927,103,4764809974200,0.339533,0.227864,20075.57,8561.38,1.490072,
1.743653,104,4764826741536,0.339431,0.225800,20074.60,8580.37,1.503238,
1.760452,105,4764843509216,0.339003,0.229171,20092.32,8571.55,1.479259,
1.777270,106,4764860276608,0.339153,0.226858,20083.62,8588.93,1.494997,
1.794009,107,4764877044736,0.339152,0.225524,20096.26,8603.41,1.503835,
1.810738,108,4764893812144,0.339328,0.222766,20088.22,8593.06,1.523248,
1.827537,109,4764910580256,0.339227,0.226478,20091.96,8619.67,1.497836,
1.844286,110,4764927348056,0.339787,0.230341,20082.36,8644.55,1.475149,
1.861070,111,4764944115032,0.339827,0.224873,20090.44,8639.87,1.511194,
1.877847,112,4764960882664,0.339662,0.226779,20089.85,8636.71,1.497771,
1.894617,113,4764977650680,0.339566,0.229653,20091.03,8651.12,1.478605,
1.911353,114,4764994418592,0.339040,0.231631,20087.56,8655.41,1.463708,
1.928179,115,4765011186016,0.339323,0.229889,20092.51,8641.10,1.476028,
1.944920,116,4765027953568,0.339256,0.226398,20086.18,8590.04,1.498497,
1.961729,117,4765044721512,0.339546,0.226949,20097.19,8574.80,1.496135,
1.978458,118,4765061488536,0.339972,0.222111,20086.57,8579.87,1.530636,
1.995108,119,4765078256736,0.339573,0.225329,20084.40,8612.70,1.507010,
2.011917,120,4765095024032,0.339342,0.227088,20093.86,8618.69,1.494318,6
2.028756,121,4765111792256,0.339327,0.226951,20089.56,8581.44,1.495156,
2.045562,122,4765128559848,0.339346,0.228072,20089.16,8604.77,1.487890,
2.062284,123,4765145327552,0.339497,0.229620,20096.17,8601.41,1.478520,
2.078998,124,4765162095112,0.339455,0.227401,20092.40,8624.63,1.492761,
2.095833,125,4765178862848,0.339480,0.231158,20087.95,8622.30,1.468605,
2.112560,126,4765195630536,0.339609,0.229910,20090.12,8634.34,1.477139,
2.129353,127,4765212398200,0.339485,0.228331,20084.13,8672.45,1.486809,
2.146070,128,4765229165072,0.339719,0.228533,20087.14,8662.93,1.486521,
2.162843,129,4765245933240,0.339481,0.229070,20095.25,8619.19,1.481997,
2.179660,130,4765262700976,0.339459,0.227697,20105.47,8595.16,1.490837,
2.196465,131,4765279468240,0.339654,0.225824,20089.72,8599.05,1.504062,
2.213198,132,4765296235720,0.338994,0.225537,20091.78,8606.40,1.503054,
2.229944,133,4765313004216,0.339939,0.227066,20099.61,8625.42,1.497093,
2.246696,134,4765329771920,0.339329,0.229121,20098.66,8636.80,1.481000,
2.263412,135,4765346538776,0.339402,0.228290,20099.26,8580.28,1.486715,
2.280234,136,4765363306536,0.338935,0.225795,20100.61,8572.75,1.501074,
2.296988,137,4765380074216,0.339451,0.228057,20110.92,8574.77,1.488449,
2.313795,138,4765396842072,0.339339,0.228466,20103.35,8624.19,1.485293,
2.330513,139,4765413609592,0.339350,0.228606,20097.02,8626.19,1.484429,
2.347292,140,4765430377072,0.339403,0.229593,20101.63,8560.66,1.478280,7
2.364095,141,4765447144944,0.339612,0.228727,20100.67,8578.76,1.484794,
2.380821,142,4765463913056,0.339260,0.226264,20095.95,8561.59,1.499403,
2.397619,143,4765480680496,0.339065,0.233145,20107.00,8612.05,1.454310,
2.414369,144,4765497448312,0.339298,0.231031,20104.29,8633.96,1.468628,
2.431122,145,4765514215592,0.339088,0.231768,20103.82,8590.94,1.463050,
2.447898,146,4765530983112,0.339488,0.233658,20112.31,8594.44,1.452930,
2.464629,147,4765547750592,0.339506,0.232124,20098.92,8652.66,1.462602,
2.481483,148,4765564518424,0.339160,0.233521,20101.38,8647.76,1.452378,
2.498197,149,4765581286704,0.339236,0.231953,20109.92,8634.22,1.462520,
2.514947,150,4765598054296,0.339365,0.233736,20104.02,8603.79,1.451920,
2.531699,151,4765614821240,0.339612,0.232405,20103.90,8579.64,1.461293,
2.548499,152,4765631589776,0.339648,0.234794,20112.75,8570.21,1.446575,
2.565229,153,4765648356760,0.339075,0.235351,20103.78,8593.32,1.440719,
2.582011,154,4765665124960,0.338865,0.235270,20103.30,8613.83,1.440326,
2.598744,155,4765681892200,0.339577,0.234793,20103.74,8580.91,1.446284,
2.615566,156,4765698659960,0.339773,0.234537,20108.03,8596.36,1.448701,
2.632306,157,4765715428144,0.339622,0.232227,20102.08,8612.29,1.462452,
2.649148,158,4765732194920,0.339288,0.230121,20095.33,8590.00,1.474387,
2.665906,159,4765748962736,0.339359,0.231706,20111.62,8591.53,1.464610,
2.682752,160,4765765731088,0.339452,0.232856,20112.92,8624.12,1.457778,8
2.699396,161,4765782498240,0.339289,0.230842,20116.28,8638.32,1.469789,
2.716142,162,4765799265648,0.339222,0.230671,20109.09,8620.79,1.470590,
2.732883,163,4765816033328,0.339471,0.231339,20104.56,8586.02,1.467417,
2.749725,164,4765832801016,0.339359,0.233053,20115.53,8614.33,1.456144,
2.766508,165,4765849569216,0.339584,0.231448,20115.96,8637.47,1.467218,
2.783273,166,4765866336512,0.339364,0.233046,20112.91,8624.01,1.456213,
2.799983,167,4765883104256,0.339282,0.228247,20107.82,8633.79,1.486465,
2.816755,168,4765899872000,0.339140,0.231204,20115.18,8613.25,1.466843,
2.833511,169,4765916639904,0.339776,0.233163,20115.56,8615.11,1.457247,
2.850325,170,4765933407536,0.339235,0.233363,20101.68,8585.13,1.453682,
2.867179,171,4765950175072,0.339122,0.234439,20107.65,8614.52,1.446524,
2.883934,172,4765966942144,0.338963,0.230762,20111.37,8551.37,1.468886,
2.900675,173,4765983710032,0.339138,0.228401,20105.51,8531.12,1.484835,
2.917454,174,4766000478072,0.338845,0.230682,20110.50,8575.56,1.468882,
2.934234,175,4766017245328,0.339387,0.231823,20112.45,8535.59,1.463989,
2.950978,176,4766034013088,0.339127,0.231769,20108.68,8573.69,1.463212,
2.967711,177,4766050780736,0.339083,0.233620,20106.89,8556.79,1.451431,
2.984508,178,4766067548552,0.339585,0.234672,20110.70,8579.73,1.447061,
3.001252,179,4766084315832,0.339204,0.232025,20108.22,8580.65,1.461929,
3.017977,180,4766101083496,0.339477,0.231841,20113.59,8639.72,1.464263,9
3.034729,181,4766117851240,0.339048,0.228384,20111.35,8610.30,1.484547,
3.051556,182,4766134619056,0.339307,0.229786,20115.76,8607.21,1.476623,
3.068279,183,4766151387200,0.339305,0.230968,20118.30,8602.84,1.469056,
3.085114,184,4766168154568,0.339164,0.229623,20116.45,8586.33,1.477043,
3.101899,185,4766184921888,0.338985,0.229421,20108.10,8618.23,1.477569,
3.118684,186,4766201690088,0.339438,0.231379,20107.42,8610.64,1.467025,
3.135592,187,4766218457944,0.339343,0.229184,20109.01,8656.86,1.480661,
3.152210,188,4766235225496,0.339131,0.232302,20118.05,8627.45,1.459868,
3.168965,189,4766251992384,0.339321,0.231495,20116.28,8668.49,1.465783,
3.186053,190,4766268760072,0.339337,0.232126,20122.00,8645.45,1.461864,
3.202532,191,4766285528552,0.339758,0.228333,20111.72,8660.36,1.487996,
3.219188,192,4766302296072,0.339758,0.230562,20118.17,8651.75,1.473608,
3.235931,193,4766319063592,0.339679,0.227870,20112.08,8615.24,1.490671,
3.252693,194,4766335831112,0.339683,0.229666,20109.39,8601.86,1.479032,
3.269472,195,4766352598720,0.339671,0.230592,20116.35,8621.92,1.473043,
3.286250,196,4766369366072,0.339593,0.231941,20115.05,8632.90,1.464134,
3.303076,197,4766386134032,0.339404,0.234658,20116.90,8623.71,1.446375,
3.319835,198,4766402901512,0.339270,0.235185,20115.52,8613.24,1.442567,
3.336601,199,4766419669216,0.339323,0.232811,20116.15,8649.27,1.457502,
3.353384,200,4766436437088,0.339374,0.234115,20115.92,8638.87,1.449607,10
3.370234,201,4766453204200,0.339921,0.233179,20122.68,8658.27,1.457767,
3.386943,202,4766469971944,0.339405,0.237222,20114.27,8643.29,1.430749,
3.403717,203,4766486740240,0.339216,0.234176,20112.42,8657.25,1.448552,
3.420422,204,4766503507568,0.339157,0.236515,20116.51,8639.46,1.433975,
3.437271,205,4766520274976,0.339063,0.235089,20111.35,8614.66,1.442272,
3.454114,206,4766537042552,0.339401,0.235151,20114.52,8638.31,1.443333,
3.470828,207,4766553810960,0.339588,0.236066,20112.50,8670.64,1.438529,
3.487573,208,4766570578424,0.339006,0.231095,20120.01,8669.37,1.466953,
3.504716,209,4766587346168,0.339631,0.232007,20115.28,8671.64,1.463885,
3.521083,210,4766604114088,0.339612,0.234095,20120.24,8668.64,1.450743,
3.537921,211,4766620881200,0.339594,0.234738,20117.47,8648.65,1.446693,
3.554596,212,4766637648592,0.339666,0.232109,20117.86,8626.16,1.463391,
3.571425,213,4766654416144,0.339103,0.232509,20120.06,8630.86,1.458448,
3.588174,214,4766671184536,0.339616,0.231415,20126.52,8627.62,1.467559,
3.605003,215,4766687952112,0.339653,0.232830,20119.12,8618.68,1.458802,
3.621716,216,4766704720072,0.339562,0.232869,20123.98,8632.96,1.458171,
3.638450,217,4766721487112,0.339594,0.235492,20126.32,8652.92,1.442064,
3.655319,218,4766738255016,0.339408,0.230530,20121.97,8658.53,1.472298,
3.672205,219,4766755022272,0.339468,0.232663,20112.35,8665.00,1.459054,
3.688828,220,4766771790112,0.339648,0.232025,20118.75,8671.23,1.463842,11
3.705549,221,4766788558216,0.340062,0.234782,20119.88,8649.56,1.448412,
3.722263,222,4766805325760,0.339543,0.230166,20116.81,8670.48,1.475207,
3.739034,223,4766822092960,0.339683,0.235067,20115.16,8695.83,1.445046,
3.755790,224,4766838860536,0.339680,0.233377,20111.92,8676.44,1.455501,
3.772569,225,4766855628240,0.339749,0.230652,20109.81,8628.48,1.472990,
3.789338,226,4766872396496,0.339931,0.232272,20111.92,8718.97,1.463499,
3.806194,227,4766889164200,0.339710,0.230400,20112.29,8702.40,1.474439,
3.822995,228,4766905931408,0.339474,0.229183,20115.51,8677.84,1.481234,
3.839803,229,4766922698776,0.339162,0.227474,20124.90,8615.85,1.490991,
3.856513,230,4766939467072,0.338965,0.226399,20114.80,8605.77,1.497204,
3.873208,231,4766956234112,0.339116,0.226969,20119.90,8606.97,1.494106,
3.889943,232,4766973002608,0.339645,0.227159,20113.41,8603.31,1.495183,
3.906759,233,4766989770072,0.339269,0.228660,20119.77,8595.23,1.483728,
3.923557,234,4767006537056,0.339311,0.224470,20114.90,8591.12,1.511607,
3.940280,235,4767023304664,0.339214,0.221389,20110.95,8617.43,1.532205,
3.957050,236,4767040073056,0.339439,0.227163,20114.54,8601.62,1.494254,
3.973793,237,4767056840720,0.339693,0.228010,20112.22,8638.03,1.489816,
3.990602,238,4767073607680,0.339297,0.229091,20115.42,8612.20,1.481055,
4.007367,239,4767090376216,0.339142,0.229257,20114.98,8627.32,1.479312,
4.024089,240,4767107143920,0.339519,0.231255,20105.81,8618.27,1.468160,12
4.040866,241,4767123910704,0.339582,0.232328,20107.71,8661.08,1.461646,
4.057643,242,4767140678408,0.339225,0.227569,20109.16,8625.53,1.490648,
4.074440,243,4767157446776,0.339125,0.229336,20105.95,8631.13,1.478724,
4.091246,244,4767174214072,0.339231,0.230936,20104.19,8593.67,1.468939,
4.108040,245,4767190981736,0.339771,0.231322,20114.25,8584.10,1.468823,
4.124693,246,4767207749088,0.339302,0.231936,20104.88,8555.65,1.462912,
4.141538,247,4767224517424,0.339909,0.232200,20111.39,8537.78,1.463865,
4.158320,248,4767241284976,0.340072,0.229609,20110.98,8522.96,1.481095,
4.175020,249,4767258052680,0.339560,0.229551,20112.88,8565.98,1.479234,
4.191769,250,4767274820088,0.339384,0.229470,20115.81,8522.03,1.478993,
4.208554,251,4767291587240,0.339133,0.230992,20116.95,8524.30,1.468159,
4.225213,252,4767308354944,0.339489,0.231946,20123.02,8540.36,1.463654,
4.242028,253,4767325123032,0.339572,0.231098,20123.88,8550.23,1.469389,
4.258823,254,4767341890464,0.340065,0.233208,20124.82,8570.34,1.458207,
4.275552,255,4767358658000,0.339142,0.235666,20122.19,8600.79,1.439078,
4.292428,256,4767375425552,0.339544,0.233102,20119.52,8609.06,1.456636,
4.309181,257,4767392193216,0.339650,0.231021,20111.16,8596.97,1.470212,
4.325940,258,4767408961112,0.338789,0.233378,20113.68,8587.09,1.451674,
4.342710,259,4767425729184,0.339168,0.233830,20111.67,8566.76,1.450488,
4.359471,260,4767442497056,0.339434,0.236546,20110.09,8525.16,1.434961,13
4.376263,261,4767459264312,0.339183,0.234654,20108.49,8551.33,1.445461,
4.393012,262,4767476031496,0.339548,0.234933,20125.89,8598.68,1.445298,
4.409722,263,4767492799736,0.339416,0.236977,20115.14,8629.47,1.432274,
4.426534,264,4767509566960,0.339428,0.232687,20107.80,8598.96,1.458730,
4.443351,265,4767526334848,0.339521,0.234903,20115.26,8619.03,1.445367,
4.460073,266,4767543102088,0.339251,0.235467,20115.25,8619.07,1.440759,
4.476817,267,4767559870704,0.339343,0.230680,20115.19,8569.03,1.471058,
4.493633,268,4767576637552,0.339026,0.228505,20112.95,8569.38,1.483668,
4.510445,269,4767593405496,0.339335,0.231544,20117.52,8549.94,1.465532,
4.527086,270,4767610173720,0.339173,0.233356,20115.19,8557.27,1.453454,
4.543854,271,4767626940680,0.339388,0.234117,20112.15,8579.15,1.449653,
4.560687,272,4767643708056,0.339148,0.233511,20118.70,8585.75,1.452387,
4.577450,273,4767660476200,0.339565,0.234113,20116.52,8583.55,1.450435,
4.594163,274,4767677244296,0.339339,0.231515,20112.24,8609.05,1.465734,
4.611033,275,4767694011720,0.339478,0.231640,20111.78,8597.96,1.465538,
4.627819,276,4767710778928,0.339843,0.231923,20118.13,8605.62,1.465326,
4.644578,277,4767727546408,0.339065,0.233814,20118.18,8607.00,1.450151,
4.661352,278,4767744314592,0.339211,0.233951,20107.56,8577.82,1.449922,
4.678068,279,4767761082240,0.339417,0.233503,20119.22,8588.45,1.453586,
4.694840,280,4767777849496,0.339591,0.230806,20115.13,8619.35,1.471327,14
4.711597,281,4767794617240,0.339791,0.232340,20117.15,8671.96,1.462475,
4.728289,282,4767811385088,0.339447,0.232474,20116.20,8684.62,1.460155,
4.745081,283,4767828152536,0.339645,0.232389,20112.97,8635.12,1.461537,
4.761817,284,4767844920464,0.339648,0.236109,20118.88,8598.96,1.438523,
4.778635,285,4767861687664,0.339729,0.236088,20123.32,8612.53,1.438994,
4.795450,286,4767878456088,0.339479,0.235795,20126.41,8629.99,1.439722,
4.812279,287,4767895223056,0.339020,0.237037,20116.41,8573.06,1.430244,
4.828909,288,4767911991592,0.339481,0.234242,20120.28,8571.48,1.449276,
4.845730,289,4767928758312,0.339125,0.234878,20116.30,8525.92,1.443835,
4.862455,290,4767945526568,0.339384,0.234999,20115.74,8500.23,1.444195,
4.879209,291,4767962293720,0.339705,0.238664,20116.45,8540.91,1.423357,
4.896035,292,4767979061552,0.339310,0.236443,20114.27,8562.18,1.435064,
4.912728,293,4767995829888,0.339681,0.236983,20109.72,8527.73,1.433357,
4.929554,294,4768012596816,0.339545,0.235592,20103.76,8533.87,1.441243,
4.946379,295,4768029365056,0.339546,0.234507,20111.87,8519.88,1.447915,
4.963169,296,4768046132112,0.339354,0.233821,20123.37,8564.29,1.451342,
4.979871,297,4768062900088,0.339563,0.234030,20118.84,8564.35,1.450939,
4.996679,298,4768079668056,0.339328,0.233194,20117.24,8584.79,1.455134,
5.013433,299,4768096435056,0.339611,0.230963,20117.26,8582.41,1.470409,
5.030211,300,4768113203056,0.339760,0.229622,20115.33,8572.84,1.479647,15
5.046886,301,4768129971000,0.339688,0.230953,20109.71,8548.78,1.470810,
5.063645,302,4768146738088,0.339446,0.230991,20120.66,8601.38,1.469520,
5.080519,303,4768163506480,0.339186,0.229508,20124.42,8602.62,1.477882,
5.097322,304,4768180273240,0.339190,0.231955,20120.87,8534.56,1.462306,
5.113904,305,4768197041720,0.339742,0.230096,20116.96,8568.35,1.476525,
5.130769,306,4768213808816,0.340014,0.230841,20117.35,8535.81,1.472935,
5.147523,307,4768230576664,0.339433,0.229941,20124.08,8527.57,1.476172,
5.164300,308,4768247344112,0.339698,0.229269,20118.50,8582.53,1.481654,
5.180983,309,4768264111960,0.338800,0.230217,20117.20,8532.37,1.471654,
5.197812,310,4768280879480,0.339174,0.232954,20122.50,8556.10,1.455968,
5.214566,311,4768297647736,0.339463,0.229199,20111.26,8540.53,1.481086,
5.231328,312,4768314414832,0.339606,0.228020,20110.39,8533.91,1.489366,
5.248066,313,4768331182736,0.339693,0.231421,20118.43,8464.76,1.467857,
5.264925,314,4768347950440,0.339324,0.229407,20123.89,8482.80,1.479138,
5.281654,315,4768364718240,0.339505,0.229996,20120.61,8540.68,1.476136,
5.298369,316,4768381485440,0.339007,0.229467,20116.54,8563.53,1.477369,
5.315113,317,4768398253736,0.339083,0.231209,20125.02,8571.88,1.466561,
5.331914,318,4768415021072,0.338873,0.231363,20127.33,8582.34,1.464683,
5.348664,319,4768431788792,0.339752,0.229133,20122.31,8549.72,1.482771,
5.365503,320,4768448556592,0.339540,0.231121,20117.71,8542.76,1.469104,16
5.382204,321,4768465323592,0.339587,0.231402,20120.10,8558.33,1.467520,
5.399067,322,4768482091296,0.339553,0.228779,20133.71,8568.82,1.484198,
5.415776,323,4768498859216,0.339274,0.230201,20122.84,8568.49,1.473812,
5.432515,324,4768515626536,0.339250,0.230260,20120.74,8575.17,1.473337,
5.449350,325,4768532394240,0.339440,0.230916,20125.47,8599.74,1.469975,
5.466139,326,4768549162032,0.339502,0.231778,20120.03,8608.06,1.464775,
5.482938,327,4768565929664,0.339363,0.228737,20116.38,8541.28,1.483634,
5.499690,328,4768582697088,0.339397,0.231612,20119.69,8544.45,1.465368,
5.516393,329,4768599465184,0.339134,0.230150,20121.95,8536.50,1.473535,
5.533203,330,4768616232888,0.339738,0.231318,20117.16,8526.04,1.468704,
5.549906,331,4768633000256,0.339238,0.228480,20112.40,8513.00,1.484762,
5.566770,332,4768649768272,0.339704,0.231894,20126.78,8518.10,1.464906,
5.583542,333,4768666536168,0.339343,0.230423,20118.69,8569.42,1.472697,
5.600400,334,4768683303480,0.339681,0.232036,20129.78,8494.31,1.463916,
5.617104,335,4768700070976,0.339103,0.227030,20112.01,8538.52,1.493650,
5.633895,336,4768716838480,0.339236,0.229736,20113.74,8558.30,1.476638,
5.650545,337,4768733606168,0.338672,0.233246,20115.85,8565.95,1.451991,
5.667320,338,4768750374328,0.338834,0.226186,20116.31,8544.65,1.498029,
5.684038,339,4768767141704,0.339127,0.233201,20119.89,8531.19,1.454229,
5.700986,340,4768783908960,0.338992,0.229363,20122.21,8496.31,1.477974,17
5.717561,341,4768800677168,0.338862,0.229436,20123.47,8566.50,1.476935,
5.734356,342,4768817445200,0.338752,0.225568,20121.35,8516.68,1.501774,
5.751121,343,4768834212168,0.339028,0.225429,20118.45,8509.47,1.503922,
5.767887,344,4768850979976,0.339702,0.227672,20109.99,8508.97,1.492067,
5.784655,345,4768867747792,0.339132,0.231329,20115.96,8523.23,1.466018,
5.801414,346,4768884515000,0.339239,0.229223,20119.84,8566.32,1.479953,
5.818247,347,4768901282736,0.339178,0.229101,20120.33,8531.72,1.480476,
5.835005,348,4768918050496,0.339038,0.229546,20113.22,8551.75,1.476995,
5.851760,349,4768934818112,0.339632,0.228145,20121.11,8605.40,1.488668,
5.868544,350,4768951585960,0.339272,0.228634,20123.56,8629.25,1.483908,
5.885348,351,4768968353808,0.339580,0.226819,20125.68,8625.23,1.497138,
5.902137,352,4768985121424,0.339645,0.230679,20117.56,8609.05,1.472368,
5.918882,353,4769001889240,0.339333,0.227945,20126.52,8599.71,1.488662,
5.935566,354,4769018657072,0.339063,0.227386,20114.23,8570.98,1.491134,
5.952411,355,4769035424680,0.339319,0.228794,20119.06,8551.00,1.483076,
